proxy	x	y	z
KitchenCabinet_01_A_destroyed	1.214224	0.252959	1.028490
KitchenCabinet_01_B	1.333956	1.099836	2.559999
KitchenCabinet_02_A	1.443592	1.204651	0.445790
KitchenCabinet_02_A_256	2.577937	1.204651	0.446677
KitchenCabinet_02_B	1.088986	1.204651	1.287843
KitchenCondiments_01	0.170213	0.250094	0.123006
KitchenIsland_02	3.290001	1.098187	0.984501
KitchenNoSink_01	2.562741	1.099530	0.751577
KitchenSink_01	2.562741	1.361737	0.751577
KitchenSink_01_85	0.852998	1.363070	0.761371
KitchenStove_01	0.944755	1.165441	0.861173
KitchenStove_01_DDPF	0.944755	1.165441	0.861173
KitchenTiles_01_255	2.556000	0.582059	0.018882
Knife_01	0.024714	0.003989	0.247339
KRailsTaper_01	2.979462	0.791793	0.982735
KRailsTaper_01_DDPF	2.979462	0.791793	0.982735
KRailsThick_01	2.979462	0.804236	0.994617
KRailsThick_01_DDPF	2.979462	0.804236	0.994617
KRails_01	2.975677	0.804236	0.604166
KRails_01_DDPF	2.975677	0.804236	0.604166
LabEquipment_01	0.053130	0.186953	0.431693
LabEquipment_02	0.104840	0.311664	0.104645
LabEquipment_03	0.164332	0.209228	0.164332
LabEquipment_03_B	0.130740	0.155495	0.152916
LadderRuralMetal_01_256	0.532037	3.047601	0.291075
LadderRuralMetal_01_384	0.532037	4.329572	0.291075
LadderSupport_01	0.799089	0.072000	0.640000
LadderWood_01	0.542415	2.335197	0.127534
Ladder_01	0.941831	1.832612	0.637444
Ladder_01B	0.567382	1.836809	0.637444
LampPostStadium_01	2.606888	18.959188	2.606888
LampPostStadium_01_B	1.000000	1.000000	1.000000
LampWall_Rect_01	0.200328	0.168703	0.396542
Landscaping_04	18.946762	11.136551	7.485399
Landscaping_Cypress_04	20.086937	13.856522	4.324674
Landscaping_Side_01	18.946762	11.151759	7.545729
Landscaping_Side_03	14.006987	5.153602	4.900284
Landscaping_Tree_S_01	6.666725	11.798124	6.918031
LandSlideRockLarge_01	3.043180	2.356825	4.250619
LandSlideRocks_02	6.322289	1.530745	5.185089
LandSlideRocks_03	5.692255	1.644086	6.722780
LantanaPotted_01	0.629785	0.893626	0.626512
LantanaPotted_02	2.208055	1.529586	1.247242
LantanaPotted_03	1.048742	0.390526	0.322771
Lantana_01_S	0.664990	0.121568	0.413695
Laptop_01	0.336719	0.226525	0.377162
LargeAisleCollapse_A_768	7.680028	5.777027	5.819913
LargeAisleCollapse_B_768	7.693667	6.523023	5.560105
LargeWingFrame_01	4.518070	2.410607	2.045593
LargeWingFrame_01_B	3.242163	2.062781	1.811651
LaundryBasket_01	0.687077	0.323020	0.491831
LaundryCart_01	0.653870	1.881951	0.461676
LaundryDetergent_01_A	0.153057	0.298805	0.067091
LaundryDetergent_01_B	0.363191	0.308237	0.210914
LaundryDetergent_01_C	0.281515	0.186229	0.132892
LaundryDetergent_01_D	0.225511	0.370801	0.096543
LaundryDetergent_01_E	0.278916	0.340782	0.181830
LaurelSpotted_01_M	2.210205	2.261758	2.319085
LawnLamp_01	0.101973	0.630123	0.100332
LawnLamp_03	0.384077	0.477118	0.383824
LawnMower_01_A	0.609025	1.021635	1.473898
LawnMower_01_B	0.609025	0.933932	0.461108
LawnSign_01_Landscape	0.407189	0.729815	0.017556
LeafletsOccupation_01_GroundCorner	1.441602	0.035460	1.543324
LeafletsOccupation_01_GroundLarge	2.482476	0.015955	3.298311
LeafletsOccupation_01_GroundLarge_B	2.482476	0.006281	3.298279
LeafletsOccupation_01_GroundMedium	1.277316	0.020440	1.583238
LeafletsOccupation_01_Single_Evacuation	0.007356	0.303760	0.229033
LeafletsOccupation_01_Single_Evacuation_B	0.004379	0.113923	0.151897
LeafletsOccupation_01_Single_Evacuation_C	0.009492	0.224692	0.299590
LeafletsOccupation_01_WallClusterLarge	0.035129	0.889285	1.368638
LeafletsOccupation_01_WallClusterMedium	0.018430	0.777239	1.076582
LeafScatter_01_Strip	0.500000	0.000010	6.100000
LemonadeBerryDead_01_L_B	3.824463	2.861440	4.068587
LemonadeBerry_01_L	4.704681	3.242862	4.955853
LemonadeBerry_01_M	1.696078	1.555066	1.685531
LemonCluster_01	0.296669	0.150494	0.517259
LemonCluster_02	0.489942	0.109202	0.541277
Lemon_01	0.073922	0.069571	0.089236
Leopard_01_Chassis	3.987045	2.009474	8.045937
Leopard_01_Tracks_Assembled	0.629248	1.283001	7.149908
Leopard_01_Turret	3.581208	4.182492	9.242460
LICPLA_PlatesGrouped	0.534340	0.168252	0.013771
LifeguardTower_01	7.270343	8.119304	13.914433
LightBuilding_07	1.000000	0.458528	0.366903
LightCeiling_Tube_01	1.824950	0.114425	0.090854
LightCeiling_Tube_01_Flicker	1.824950	0.114425	0.090854
LightCeiling_Tube_01_S2B2	1.824950	0.114425	0.090854
LighthouseLight_01	3.363440	6.700207	3.360264
Lighthouse_01	15.801661	53.128536	16.444677
Lighthouse_01_LightingProps	12.026953	31.306894	14.224363
LightMast_01	1.611100	8.021038	1.264638
LightSeamCoverBuildings_01	0.364643	15.801943	0.216421
LimeCluster_01	0.514724	0.085672	0.508738
LimeCluster_02	0.283403	0.181687	0.341044
lime_01	0.092743	0.096261	0.110758
LindenSilver_01_M	11.668129	15.358644	9.596093
LindenSilver_01_M_A_Winter	11.668129	15.358644	9.596093
LivingArea_01	3.532973	1.037305	3.311728
LivingQuarters_01	62.080009	15.848753	76.754211
LoadingBayDecalSingle_01	1.000000	1.000000	1.000000
LoadingBayDecal_01	1.000000	1.000000	1.000000
LoadingBayDecal_02	1.000000	1.000000	1.000000
LoadingFoundation_01	22.653452	3.840000	6.522983
LobbyCeilingHexigons_01	27.828182	0.000010	44.708725
LobbyCeilingLamp_01	5.120000	0.114850	0.102946
LobbyCeilingLamp_02	5.100195	0.099485	0.102930
LobbyCeilingSlantedLamp_01	3.272868	2.232102	0.102946
LobbyCeilingStripLight_01_1024	10.240000	0.020000	0.144845
LobbyCeilingStripLight_01_256	2.560000	0.020000	0.144845
LobbyCeilingStripLight_01_384	3.840000	0.020000	0.144845
LobbyCeilingStripLight_01_512	5.120000	0.020000	0.144845
LobbyCeilingStripLight_01_768	7.680000	0.020000	0.144845
Lockers_01	0.800000	1.900000	0.699464
Lockers_01_B	1.100000	2.000000	0.320000
LocustHoney_01_L	23.646709	34.469040	23.972237
LocustHoney_01_L_A_Winter	21.390381	31.753412	18.754030
LocustHoney_01_L_B	23.289211	31.683935	22.134573
LocustHoney_01_L_B_Winter	21.644600	33.476116	23.511240
LocustHoney_02_M_A	13.729929	18.336824	16.470755
LocustHoney_02_M_A_Winter	19.528542	19.243809	13.681886
LocustHoney_02_M_B	9.597223	13.070811	8.718405
LocustHoney_02_M_B_Winter	12.658287	17.422745	15.334579
LocustHoney_02_M_C	19.607006	19.495251	14.556476
LocustHoney_02_M_C_Winter	9.230717	12.617713	8.789790
LocustHoney_02_S	5.880325	8.190815	6.162420
LocustHoney_02_S_A_Winter	5.602846	7.924077	5.608776
LogPile_01	4.755609	1.174886	1.579259
LondonPlanetree_01_L	25.036215	28.044561	19.933558
LondonPlanetree_01_L_A_Winter	19.149452	28.097620	23.769213
LondonPlanetree_01_L_B	19.149452	28.097620	23.769213
LondonPlanetree_01_L_B_Deco	25.036215	28.044561	19.933558
LondonPlanetree_01_L_B_Deco_B	25.036215	28.044561	19.933558
LondonPlanetree_01_L_B_Winter	25.036215	28.044561	19.933558
LondonPlanetree_01_S	1.321861	1.012688	0.884540
LondonPlanetree_01_S_B	0.450978	0.693530	0.306768
LondonPlanetree_01_S_C	0.318741	0.476050	0.780392
LongFluroLights_01	5.127687	2.575788	0.132499
LootSpawner	0.167240	0.505363	0.779544
Loot_Bookcase_01	0.450000	2.602525	1.200000
Loot_ChairRow_01	0.570715	0.902220	1.654804
Loot_ChairRow_01_B	0.570715	0.902220	1.654804
Loot_DeskStraight_02	3.717137	1.559512	1.071768
Loot_KitchenNoSink_01	2.562740	1.099530	0.751577
Loot_KitchenNoSink_01_PropBucketAll	2.562740	1.099530	0.751577
Loot_KitchenSink_01_PropBucketAll	2.562740	1.361737	0.751577
Loot_OfficeChair_01	0.760784	1.357202	0.787054
Loot_OfficeShe01_B	0.450000	2.602525	1.200000
Loot_RestaurantSink_01	1.998861	1.235019	0.795796
Loot_ShelfWood_01	2.562115	1.977890	0.851728
Loot_TableFoldable_01	1.822423	0.763353	0.762000
Loot_TableFoldable_01_B	1.822423	0.763353	0.762000
Loot_TableFoldable_01_C	1.822423	0.763353	0.762000
LoudSpeakers_01	0.658067	5.128822	0.844346
LoungeChair_01	1.425673	1.141330	1.060885
LoungeSofa_01	2.693455	1.141330	1.061717
LoungeTable_01	1.467616	0.529130	0.861219
LoungeTable_03	0.792076	0.678442	0.792059
LumbarStack_01	2.604654	1.303881	2.778030
LunchBox_01	0.401717	0.319532	0.277785
M1000Trailer_01	4.876730	4.172998	22.006302
M1000Trailer_01_FenderFlapFL	0.049044	0.812789	6.517264
M1000Trailer_01_FenderFlapRL	0.075326	0.750586	6.351514
M1000Trailer_01_Ramp	5.090879	3.329757	0.384538
M1000Trailer_01_SpareWheel	0.762116	1.148260	1.143140
M1000Trailer_01_Wheel	2.052155	1.077953	1.078486
M1083CargoTruckWrecked_01	7.719150	2.975231	2.777775
M1083CargoTruckWrecked_02	7.779490	3.020022	2.920585
M1083CargoTruck_01	2.740088	2.990939	7.726998
M1083CargoTruck_01_B	1.000000	1.000000	1.000000
M1083CargoTruck_01_Bed	2.566610	2.447871	4.646457
M1083CargoTruck_01_Bed_B	2.566191	2.461825	4.651886
M1083CargoTruck_01_Bed_OOB	2.566610	2.447871	4.646457
M1083CargoTruck_01_Canopy	2.700024	1.891395	4.915463
M1083CargoTruck_01_Canopy_OOB	2.700024	1.891395	4.915463
M1083CargoTruck_01_Contaminated	2.740088	2.990939	7.726998
M1083CargoTruck_01_Door_FrontLeft	0.594267	1.418353	1.070938
M1083CargoTruck_01_Door_FrontLeft_OOB	0.594267	1.418353	1.070938
M1083CargoTruck_01_Door_FrontRight	0.594267	1.419786	1.070937
M1083CargoTruck_01_Door_FrontRight_OOB	0.594267	1.419786	1.070937
M1083CargoTruck_01_Hitch	2.480582	1.401409	5.387226
M1083CargoTruck_01_OOB	2.728570	2.959923	7.504661
M1083CargoTruck_01_Wheel	0.397671	1.298902	1.307123
M1083CargoTruck_01_WheelDamage	0.383634	1.259492	1.280453
M1083CargoTruck_01_WheelPuncture	0.383634	1.259492	1.280453
M1083CargoTruck_01_Wheel_OOB	0.383634	1.259492	1.280453
MailboxCorridor_02	1.068114	0.883078	0.100829
MailBoxO01	0.818701	1.328809	0.691692
Mailbox_01_A	0.198404	1.452671	0.702317
Mailbox_01_B	0.556775	1.969177	0.556775
Mailbox_02	0.479743	0.583456	0.194400
MaintenanceFacility_01_B	61.935429	9.931681	21.778812
MaintenanceFacility_01_LightingProps	54.911171	4.863043	20.381186
MaintenanceFacility_02	19.891251	8.375832	23.062996
MaintenanceFacility_02_LightingProps	15.499935	4.079104	19.559744
Maintenance_Tunnel_Pipe_Cluster_End	3.189917	1.597352	1.066699
ManhattanBridge_01_Anchorage_01	66.271133	34.889290	51.558998
ManhattanBridge_01_Anchorage_01_B	66.340714	34.794373	51.951225
ManhattanBridge_01_Anchorage_01_Base_01	18.505508	3.435344	47.015896
ManhattanBridge_01_Anchorage_01_Base_02	50.119308	5.575265	22.628248
ManhattanBridge_01_Anchorage_01_Gate_01	3.181189	25.239168	11.098569
ManhattanBridge_01_Anchorage_01_Gate_02	21.377468	15.961968	6.497301
ManhattanBridge_01_Anchorage_01_Ornaments_01	1.808723	19.156366	38.340553
ManhattanBridge_01_Anchorage_01_Ornaments_02	53.851650	2.245140	25.953739
ManhattanBridge_01_Anchorage_01_Pillars_01	1.574028	6.675395	2.586579
ManhattanBridge_01_Anchorage_01_Pillars_02	1.243430	6.671564	1.235596
ManhattanBridge_01_Anchorage_01_Roof_01	37.702129	0.000010	43.234608
ManhattanBridge_01_Anchorage_01_Room_01	35.678032	14.178022	36.732403
ManhattanBridge_01_Anchorage_01_Room_02	17.655989	9.578610	20.257870
ManhattanBridge_01_Anchorage_01_Steps_01	13.614930	22.371885	17.329571
ManhattanBridge_01_Anchorage_01_Top_01	36.727432	9.546104	6.608822
ManhattanBridge_01_Anchorage_01_Wall_01	17.506378	21.893856	22.546528
ManhattanBridge_01_Anchorage_01_Wall_02	17.505863	21.893864	22.546528
ManhattanBridge_01_Anchorage_01_Wall_03	36.149490	18.863749	3.637484
ManhattanBridge_01_Cable_01	0.823785	6.192572	71.938789
ManhattanBridge_01_Cable_01_Merged	31.852968	9.981461	72.947281
ManhattanBridge_01_Cable_02	0.774385	13.208152	54.152489
ManhattanBridge_01_Cable_02_Merged	31.852968	21.336948	55.240776
ManhattanBridge_01_Cable_03	0.749034	28.245724	42.136250
ManhattanBridge_01_Cable_03_Merged	31.852970	36.337994	43.288475
ManhattanBridge_01_Cable_04	0.747937	41.820660	30.127359
ManhattanBridge_01_Cable_04_Merged	31.852968	49.898201	31.317516
ManhattanBridge_01_Cable_05	0.747881	41.885853	30.299208
ManhattanBridge_01_Cable_05_Merged	31.852985	49.955101	31.494629
ManhattanBridge_01_Cable_06	0.748946	28.365948	42.181030
ManhattanBridge_01_Cable_06_Merged	31.852985	36.448200	43.352783
ManhattanBridge_01_Cable_07	0.770194	14.183189	54.103271
ManhattanBridge_01_Cable_07_Merged	31.852940	22.300983	55.207031
ManhattanBridge_01_Cable_08	0.823462	8.407963	71.851578
ManhattanBridge_01_Cable_08_Merged	31.418262	10.344025	71.866760
ManhattanBridge_01_Concrete	20.961845	3.519458	22.554955
ManhattanBridge_01_Extension	29.348461	12.887751	155.146423
ManhattanBridge_01_LightsOff	38.246029	26.046059	168.880371
ManhattanBridge_01_LightsOff_B	45.694962	116.113907	477.216522
ManhattanBridge_01_LightsOff_DistantPart	45.694958	116.104912	1076.167969
ManhattanBridge_01_MetalBase_01	19.914444	33.800556	18.532015
ManhattanBridge_01_MetalConnect_01	27.678104	18.632252	1.811197
ManhattanBridge_01_MetalConnect_02	35.822273	11.569688	9.815360
ManhattanBridge_01_MetalConnect_03	38.577072	4.390889	11.124023
ManhattanBridge_01_Metal_01	15.443954	65.118912	10.858267
ManhattanBridge_01_Pillar_01	38.025024	12.806836	5.868803
ManhattanBridge_01_Pillar_01_B	37.122814	7.427595	5.029197
ManhattanBridge_01_Pillar_01_Base	4.889881	4.886082	5.868233
ManhattanBridge_01_Pillar_01_Base_02	4.098202	4.886170	5.851794
ManhattanBridge_01_Pillar_01_Middle	7.131381	7.697701	5.370658
ManhattanBridge_01_Pillar_01_Roof	38.025024	8.222527	5.388078
ManhattanBridge_01_Pillar_02	38.025024	15.687196	5.868803
ManhattanBridge_01_Pillar_02_B	37.115475	10.512859	5.128684
ManhattanBridge_01_Pillar_02_Middle	7.098324	10.344474	5.351854
ManhattanBridge_01_Pillar_02_Roof	38.025024	10.821092	5.387547
ManhattanBridge_01_Pillar_03	38.024117	21.655386	5.869054
ManhattanBridge_01_Pillar_03_B	37.123585	15.260515	4.973793
ManhattanBridge_01_Pillar_03_Base	4.880136	6.103864	5.868823
ManhattanBridge_01_Pillar_03_Base_02	4.103838	6.103192	5.867131
ManhattanBridge_01_Pillar_03_Middle	8.083621	15.230505	5.454921
ManhattanBridge_01_Pillar_03_Roof	38.024117	15.656126	5.067180
ManhattanBridge_01_Prop_01	0.199355	1.924894	0.541604
ManhattanBridge_01_Prop_02	0.847376	2.288207	1.627502
ManhattanBridge_01_Prop_03	0.324078	1.202773	3.510182
ManhattanBridge_01_Rope	0.722867	56.388424	221.800491
ManhattanBridge_01_Rope_01	1.251880	1.065819	1.486238
ManhattanBridge_01_Rope_02	1.262827	1.355821	0.176466
ManhattanBridge_01_Rope_03	0.339364	4.567926	0.728622
ManhattanBridge_01_Rope_04	0.827392	0.913062	0.613202
ManhattanBridge_01_Rope_05	0.096293	5.940388	0.473523
ManhattanBridge_01_Rope_06	0.096293	1.888864	0.473523
ManhattanBridge_01_Stone	43.617683	13.796032	24.424026
ManhattanBridge_01_Streaming	45.695007	116.104912	1871.045654
MannequinFullFemaleSitting_01	0.484629	1.278188	0.661663
MannequinFullFemale_01	0.478736	1.647528	0.230531
MannequinFullMaleSitting_01	0.538547	1.427626	0.716461
MannequinFullMale_01	0.543216	1.780150	0.280677
MannequinMaleTop_01	0.623160	1.131064	0.377579
MannequinRotation_01	0.772402	1.849476	0.309958
Manzanita_01_L	4.705665	3.536447	4.577943
Manzanita_01_M_A	1.915424	1.443015	2.165163
Manzanita_01_M_B	1.206100	0.819589	1.204964
MapleJapanese_01_S	3.650906	3.933874	3.942948
MapleJapanese_01_S_A_Golmud	3.650906	3.933874	3.942948
MapleJapanese_01_S_A_Winter	3.650906	3.936006	3.942948
MapleJapanese_01_S_B	3.088685	4.920104	2.610052
MapleJapanese_01_S_B_Golmud	3.088685	4.920104	2.610052
MarinaBridgeFoundationSlope_01	47.620651	6.332521	14.793029
MarinaBridgeFoundationSlope_01_B	47.364426	6.349608	15.468917
MarinaBridgeFoundationSlope_01_C	47.513527	5.265596	14.793029
MarinaBridgeFoundationSlope_01_D	47.256802	5.206073	15.468917
MarinaBridgeFoundation_01_512	5.123013	2.952877	2.084380
MarinaBridgeFoundation_01_C45	3.528014	2.965269	3.546840
MarinaBridgeRailing_01	20.400023	1.791088	0.588271
MarinaBridgeRailing_01_B	20.469530	4.124542	0.979741
MarinaBridgeRailing_01_C	14.105940	3.332424	1.031484
MarinaBridgeSupport_01	42.317173	32.201622	13.212402
MarinaBridge_01	112.171310	34.286339	36.579296
MarinaBridge_01_B	58.682598	6.025249	13.480207
MarinaBridge_01_C	28.795212	8.742724	22.851330
MarinaEntrySign_01	24.446808	9.423700	2.315472
MarinaStorefront_02_Attachments	67.130020	16.001295	28.075710
MarinaStoreFront_02_Hallway_Props	50.627674	8.775075	16.389452
MarinaStorefront_04_Attachments	54.732044	17.434755	32.134975
MarinaStoreFront_04_Hallway_Props	41.547462	8.950610	26.137867
MarinaStorefront_05_Attachments	18.106689	15.646182	38.803555
MarinaStorefront_05_Hallway_Props	7.340686	8.844797	34.381660
MarinaStorefront_06_Attachments	57.184425	13.011153	48.465309
MarinaStoreFront_06_Hallway	45.803261	8.783895	35.658329
MarinaVillageRestaurant_01_LightingProps	21.278952	4.200213	12.223610
MarinaVillageRestaurant_02_Attachments	33.045368	7.453404	17.705654
MarinaVillageRestaurant_02_DebrisPile	10.973789	0.000010	16.209560
MarinaVillageRestaurant_03	30.400969	9.060175	20.989540
MarinaVillageRestaurant_03_LightingProps	22.594694	2.782328	13.227345
MarinaVillageRestaurant_04	33.069481	13.058242	26.619186
MarinaVillageRestaurant_04_LightingProps	30.558908	7.692679	30.065840
MarinaVillageRestaurant_05_Info_LightingProp	24.063240	4.099607	13.474204
MarinaWarehouse_01	41.631691	13.771681	43.237621
MarinaWarehouse_01_LightingPropsB	41.957489	8.152626	38.979572
MarinaWarehouse_02	21.787754	12.814241	21.215885
MarinaWarehouse_02_LightingPropsC	19.986034	5.552815	22.049545
MarinaWarehouse_02_PropsB	20.230345	7.875001	20.985332
MarinaWarehouse_04	21.970612	13.766270	42.017731
MarinaWarehouse_04_LightingPropsA	20.891609	3.934681	40.868309
MarinaWarehouse_04_LightingPropsB	20.891609	3.912305	33.814610
MarinaWarehouse_06	34.209724	16.326269	52.950821
MarinaWarehouse_06_LightingPropsA	28.486660	6.770581	42.825924
MarketStallTarp_01_256	0.217387	2.017229	2.527182
MarketStallTarp_01_Hanging	1.297279	2.449574	1.421874
MarketStall_01_384x256	3.842160	2.659570	2.557232
MarketStall_01_384x256_B	3.820988	3.158299	2.572077
Mattress_01	0.829730	0.336430	0.785644
Maze_02	40.365349	5.462109	27.705210
Maze_03	24.388607	7.877641	31.748238
MCOM	1.028739	1.590598	0.780795
Menu_01	0.175130	0.012851	0.280019
MeshSmall_01	0.322484	0.288306	0.492628
MetalArch_512x512_01	5.120000	5.120000	0.640001
MetalArch_512x768_01	7.680001	5.120000	1.280001
MetalBucket_01	0.639429	0.270868	0.625419
MetalBucket_01_B	0.639429	0.270868	0.625419
MetalCarpetDisplayStand_01	2.035499	1.799969	0.442981
MetalCarpetDisplayStand_01_DDPF	2.035499	1.799969	0.442981
Metalcart_01	1.083815	0.966138	2.275794
MetalDisplayStand_01	1.219991	1.811279	0.609816
MetalDisplayStand_02	0.640171	1.521814	0.500000
MetalDoorSingleFrame_01_D8	1.000000	1.000000	1.000000
MetalFenceGate_03	0.136721	3.361373	2.547773
MetalFence_01_1024	10.191848	2.460679	0.163824
MetalFence_01_512	5.120000	2.460679	0.163824
MetalFence_02_1024	10.139922	1.382203	0.068806
MetalFence_02_256	2.650394	1.378598	0.068806
MetalFence_02_512	5.120000	1.378663	0.068806
MetalFence_02_CV10	5.032688	1.381574	0.886105
MetalFence_02_CV22	4.730794	1.381629	2.000679
MetalFence_128	1.309054	3.887019	0.154139
MetalFence_128_B	1.309130	2.870668	0.160063
MetalFence_256	2.548974	3.887019	0.121227
MetalFence_256_B	2.538790	2.752258	0.193516
MetalFence_512	5.332208	3.887190	0.193964
MetalFence_512_B	5.042640	2.786245	0.174492
MetalPipeCorrugated_01_Tungsten	0.072906	1.987138	0.069221
MetalRack_01_3x2	8.995304	4.315658	1.200809
MetalRack_01_B	8.995304	8.335658	1.200809
MetalRack_01_C	2.995304	2.255658	1.200809
MetalRack_02	9.033276	8.587169	6.219557
MetalRack_03	8.995304	8.436947	10.985260
MetalRailingBroken_01	2.704727	1.558453	0.369891
MetalRailing_01_1024	10.240000	1.515498	0.050000
MetalRailing_01_128	1.280000	1.515498	0.050000
MetalRailing_01_1536	15.350195	1.200000	0.050000
MetalRailing_01_160	1.600000	1.515498	0.050000
MetalRailing_01_192	1.920000	1.515498	0.050000
MetalRailing_01_192_CCW22	1.864758	1.200000	0.437176
MetalRailing_01_192_CCW45	1.815649	1.200000	0.794604
MetalRailing_01_192_CCW90	1.792829	1.200000	1.780389
MetalRailing_01_192_CW22	1.864758	1.200000	0.437176
MetalRailing_01_192_CW45	1.815649	1.200000	0.794604
MetalRailing_01_256	2.560000	1.515498	0.050588
MetalRailing_01_256_Elevation	2.560000	2.793507	0.050000
MetalRailing_01_324	3.240000	1.515498	0.050000
MetalRailing_01_384	3.840000	1.515498	0.050000
MetalRailing_01_384_Elevation	3.835822	3.122361	0.050001
MetalRailing_01_512	5.120000	1.515498	0.050000
MetalRailing_01_512_Elevation	5.120000	4.075498	0.050000
MetalRailing_01_768x384	7.673991	1.200000	0.050000
MetalRailing_01_768_Elevation	7.663916	5.042570	0.050002
MetalSatck_02	2.624045	1.334205	3.767858
MetalSheetCorrugated_01_A	1.233094	0.167381	2.562449
MetalSheetCorrugated_01_B	1.233607	0.161900	2.568854
MetalSheetCorrugated_01_Tungsten_Trenches	1.505958	0.000010	2.560200
MetalSign_01	0.604767	0.435432	0.000010
MetalStack_01	2.218361	1.383851	2.357352
MeteringSkid_01	6.422465	3.074347	1.783479
MeteringSkid_01_B	6.422465	2.294625	1.690000
MeteringSkid_01_C	5.131254	2.023179	1.106087
MetroBus_01	3.548237	3.615232	14.263962
MetroBus_01_Burnt_EnglishText	3.223371	3.511393	13.995429
MetroBus_01_Door_Front_01	0.011641	2.472938	0.627665
MetroBus_01_Door_Front_02	0.021129	2.474684	0.601388
MetroBus_01_Door_Rear_01	0.016387	2.475616	0.568538
MetroBus_01_Door_Rear_02	0.025252	2.475989	0.615065
MetroBus_01_Interior	3.008414	3.123846	13.113903
MetroBus_01_Roof	3.211080	1.917959	13.450611
MetroBus_01_Trunk	2.324567	1.121401	0.045340
MetroBus_01_Wreck	3.223371	3.511393	13.995429
MetroBus_01_Wreck_B	3.216901	3.206608	13.995429
MetroBus_01_Wreck_Door_Front_01	0.065939	2.472644	0.713677
MetroBus_01_Wreck_Door_Front_02	0.061762	2.515900	0.653207
MetroBus_01_Wreck_Door_Rear_01	0.065915	2.475443	0.580453
MetroBus_01_Wreck_Door_Rear_02	0.077992	2.475521	0.640915
MetroBus_01_Wreck_Interior	3.181517	3.204004	13.700904
MetroBus_01_Wreck_Roof	3.206623	1.743463	13.456024
Metrobus_Wreck_Rim_Front	0.343735	0.738746	0.738746
Metrobus_Wreck_Rim_Rear	0.484229	0.755152	0.755155
Microscope_01	0.200007	0.472185	0.426735
MidriseRuinWallBlocker_01_A	3.519997	3.520000	0.020001
MidriseRuinWallBlocker_01_B	3.520001	3.520000	0.229993
MidriseRuin_01_A	6.490000	27.223637	13.229875
MidriseRuin_01_A_Props_A	3.469386	2.805478	12.078798
MidriseRuin_01_A_Props_B	3.494998	2.804039	12.078798
MidriseRuin_01_A_Props_C	2.332500	2.801464	3.478376
MidriseRuin_01_B	3.932499	27.220127	13.040000
Midrise_01_1280x1920x1280	12.800004	27.212349	13.482507
Midrise_01_1280x1920x1280_A_Barricaded	12.800000	27.331783	14.320001
Midrise_01_1280x1920x1280_A_Barricaded_A_Mirrored	12.800000	27.331783	14.320001
Midrise_01_1280x1920x1280_A_Props	12.483283	7.476075	12.145924
Midrise_01_1280x1920x1280_A_Props_A_Mirrored	12.492240	7.384178	12.126199
Midrise_01_1280x1920x1280_B_Mirrored	12.800004	27.212349	13.482507
Midrise_01_1280x1920x1280_C180	13.141254	27.326044	14.762506
Midrise_01_1280x1920x1280_C180_A_Barricaded_A	13.562644	27.326044	14.731061
Midrise_01_1280x1920x1280_C180_A_Barricaded_A_Mirrored	13.562644	27.326044	14.699748
Midrise_01_1280x1920x1280_C180_A_Barricaded_B	13.562644	27.326044	14.699748
Midrise_01_1280x1920x1280_C180_A_Barricaded_C	13.562644	27.326044	14.731061
Midrise_01_1280x1920x1280_C180_A_Props_A	12.764641	10.313810	13.386759
Midrise_01_1280x1920x1280_C180_A_Props_A_Mirrored	12.742158	10.406538	13.552551
Midrise_01_1280x1920x1280_C180_A_Props_B	12.759915	9.827398	12.772310
Midrise_01_1280x1920x1280_C180_A_Props_B_Mirrored	12.755219	10.652928	13.448821
Midrise_01_1280x1920x1280_C180_A_Props_C	12.878587	10.486005	13.072671
Midrise_01_1280x1920x1280_C180_B_Mirrored	13.141254	27.326044	14.762441
Midrise_01_1280x1920x1280_C180_B_Props	0.288576	0.568548	0.606344
Midrise_01_1280x1920x1280_C180_B_Props_A_Mirrored	3.075324	0.330436	0.133241
MilitaryBrickBuilding_01_B_Back	10.240002	7.360169	5.207952
MilitaryBrickBuilding_01_B_Back_Attachments	1.000000	1.000000	1.000000
MilitaryBrickBuilding_01_B_Back_Props_A	10.405443	1.538067	5.385457
MilitaryBrickBuilding_01_B_Back_Props_B	10.465878	1.592752	5.713049
MilitaryBrickBuilding_01_B_Back_Props_C	10.472034	1.593506	5.923479
MilitaryBrickBuilding_01_B_PropsInterior_A	9.452282	1.574556	4.244998
MilitaryBrickBuilding_01_B_PropsInterior_B	9.459026	2.025367	4.421111
MilitaryBuildingSign_01	4.295758	2.338547	0.479593
MilitaryBuildingSign_01_Addon	2.925294	1.349036	0.011443
MilitaryLockerDoor_01	0.449927	0.540019	0.000010
MilitaryLockerDoor_02	0.446682	1.044706	0.000010
MilitaryLockerDoor_Destruction_01	0.449927	0.540019	0.000010
MilitaryLockerDoor_Destruction_02	0.446682	1.044706	0.000010
MilitaryLockerShe01	0.427125	0.227023	0.426743
MilitaryLockerSheDestruction_01	0.427125	0.227023	0.426743
MilitaryLockerShelfDoorOpen_Destruction_01	0.445457	0.093826	0.169266
MilitaryLockerShelfDoor_01	0.445457	0.193531	0.000010
MilitaryLockerShelfDoor_Destruction_01	0.445457	0.193531	0.000010
MilitaryLockerSingle_01	0.526564	2.377161	0.958016
