godot_proxy	game_mesh	score	tier
StorageWallLarge_01_C_512x384_OpaqueIndestructible	ind_storagewalllarge_01_c_512x384_opaqueindestructible	1.0	exact
StorageWallReinforced_01_1024x768	ind_storagewallreinforced_01_1024x768	1.0	exact
StorageWallReinforced_01_512x384	ind_storagewallreinforced_01_512x384	1.0	exact
StorageWallReinforced_01_512x768	ind_storagewallreinforced_01_512x768	1.0	exact
StorageWindow_01	ind_storagewindow_02_nbrk	1.0	auto-dims
StorageWindow_01_384x352	ind_storagewindow_01_384x352	1.0	exact
StorageWindow_01_896x352	ind_storagewindow_01_896x352	1.0	exact
StoreFrontSign_01	StoreFrontSign_01	1.00	manual
StoreFrontSign_02	naf_storefrontsign_02	1.0	exact
StoreFrontSign_03	naf_storefrontsign_03	1.0	auto-dims
StoreFrontSign_04	naf_storefrontsign_04	1.0	auto-dims
StoreFrontSign_05_A	StoreFrontSign_05_A	1.00	manual
StoreFrontSign_05_B	StoreFrontSign_05_B	1.00	manual
StoreFrontSign_05_C	StoreFrontSign_05_C	1.00	manual
StoreFrontSign_05_D	StoreFrontSign_05_D	1.00	manual
StoreFrontSign_05_E	StoreFrontSign_05_E	1.00	manual
StoveRuralPipe_01	com_stoveruralpipe_01	1.0	exact
StoveRural_01	com_stoverural_01	1.0	exact
StraightConcreteDoor_01_A_384	seu_straightconcretedoor_01_a_384_blue	1.0	auto-dims
StraightConcreteDoubleDoor_A_512	com_straightconcretedoubledoor_a_512	1.0	exact
StraightConcreteFloor_01_A_1024	mil_straightconcretefloor_01_a_1024	1.0	exact
StraightConcreteFloor_01_A_384	seu_straightconcretefloor_01_a_384	1.0	exact
StraightConcreteFloor_01_A_512	br_seu_straightconcretefloor_01_a_512	1.0	exact
StraightConcreteFloor_01_A_769_Blender	seu_straightconcretefloor_01_a_768	1.0	auto-dims
StraightConcreteRoof_01_A_1024	mil_straightconcreteroof_01_a_1024	1.0	exact
StraightConcreteRoof_01_A_512	mil_straightconcreteroof_01_a_512	1.0	exact
StraightConcreteWallDecal_02_B	com_straightconcretewalldecal_02_b	1.0	exact
StraightConcreteWallDecal_03_B	com_straightconcretewalldecal_03_b	1.0	exact
StraightConcreteWallDecal_03_C	com_straightconcretewalldecal_03_c	1.0	exact
StraightConcreteWallDecal_03_D	com_straightconcretewalldecal_03_d	1.0	exact
StraightConcreteWallDecal_03_E	StraightConcreteWallDecal_03_E	1.00	manual
StraightConcreteWall_02_A_512	mil_straightconcretewall_02_a_512	1.0	exact
StraightConcreteWall_02_A_512x256	mil_straightconcretewall_02_a_512x256	1.0	exact
StraightConcreteWall_A_512	com_straightconcretewall_a_512	1.0	exact
StreetLamp_02	lf_com_streetlamp_02	1.0	auto-dims
StreetLightPoleElegant_01_Double	seu_streetlightpoleelegant_01_double	1.0	exact
StreetSignPole_01	StreetSignPole_01	1.00	manual
StreetSign_01	StreetSign_01	1.00	manual
StreetTrashBin_01	StreetTrashBin_01	1.00	manual
StreetWoodenSeparator_01_256	seu_streetwoodenseparator_01_256	1.0	exact
StreetWoodenSeparator_01_512	seu_streetwoodenseparator_01_512	1.0	exact
Street_Terrace_01_A	euu_street_terrace_01_floorandroof	1.0	auto-dims
Street_Terrace_01_FloorAndRoof	euu_street_terrace_01_floorandroof	1.0	exact
Street_Terrace_01_Frame	euu_street_terrace_01_frame	1.0	exact
Street_Terrace_01_Lattice	euu_street_terrace_01_lattice	1.0	exact
Street_Terrace_01_Panels	euu_street_terrace_01_panels	1.0	exact
StringLight_01_Connection_B	StringLight_01_Connection_B	1.00	manual
StringLight_01_Connection_C	StringLight_01_Connection_C	1.00	manual
StringLight_01_End_B	cas_stringlight_01_end_b	1.0	exact
StudMetalStack_01_256_A	com_studmetalstack_01_256_a	1.0	exact
StudMetalStack_01_256_B	com_studmetalstack_01_256_b	1.0	exact
StudMetalStack_01_256_C	com_studmetalstack_01_256_c	1.0	exact
StudMetalStack_01_256_DDPF	StudMetalStack_01_256_DDPF	1.00	manual
StudMetalStack_01_512_A	com_studmetalstack_01_512_a	1.0	exact
StudMetalStack_01_512_B	com_studmetalstack_01_512_b	1.0	exact
StudMetalStack_01_512_C	com_studmetalstack_01_512_c	1.0	exact
StuffedAnimal_Bear_01	com_stuffedanimal_bear_01	1.0	exact
StuffedAnimal_Rabbit_01	com_stuffedanimal_rabbit_01	1.0	exact
SubsurfaceMap_01	seu_subsurfacemap_01	1.0	exact
Suitcase_02_B	Suitcase_02_B	1.00	manual
Suitcase_02_C	Suitcase_02_C	1.00	manual
SundialLight_01	lf_seu_sundiallight_01	1.0	auto-dims
SundialZodiacSign_01_Cancer	seu_sundialzodiacsign_01_cancer	1.0	exact
SundialZodiacSign_01_Pisces	seu_sundialzodiacsign_01_pisces	1.0	exact
SundialZodiacSign_01_Sagittarius	seu_sundialzodiacsign_01_sagittarius	1.0	exact
SundialZodiacSign_01_Scorpio	seu_sundialzodiacsign_01_scorpio	1.0	exact
SupplyCase_01_A	SupplyCase_01_A	1.00	manual
SupplyCase_01_B	SupplyCase_01_B	1.00	manual
Surfboard_01_A	com_surfboard_01_a	1.0	exact
Surfboard_01_B	com_surfboard_01_b	1.0	exact
TShirtStackTableLarge_01	com_tshirtstacktablelarge_01	1.0	exact
TShirtStackTableSmall_01	TShirtStackTableSmall_01	1.00	manual
TVLarge_01	dc_com_tvlarge_01	1.0	exact
TVMastDishMetal_01	com_tvmastdishmetal_01	1.0	exact
TVRural_01	TVRural_01	1.00	manual
TVStand_01	com_tvstand_01	1.0	exact
TV_01	TV_01	1.00	manual
TableCamping_01	com_tablecamping_01	1.0	exact
TableCommand_01	TableCommand_01	1.00	manual
TableFoldable_01B	TableFoldable_01B	1.00	manual
TableFoldable_01C	com_tablefoldable_01c	1.0	exact
TableFoldable_01_B	TableFoldable_01_B	1.00	manual
TableMic_01	com_tablemic_01	1.0	exact
TableOffice_01	com_tableoffice_01	1.0	exact
TablePicnic_01	TablePicnic_01	1.00	manual
TableRestaurantRound_01	com_tablerestaurantround_01	1.0	exact
TableRestaurantSquareCloth_01	com_tablerestaurantsquarecloth_01	1.0	exact
TableRestaurantSquareCloth_02	com_tablerestaurantsquarecloth_02	1.0	exact
TableRestaurantSquare_01	com_tablerestaurantsquare_01	1.0	exact
TableSmall_01	TableSmall_01	1.00	manual
TableSmall_Chair_01	TableSmall_Chair_01	1.00	manual
TableWoodCloth_01	cas_tablewoodcloth_01	1.0	exact
TableWoodRustic_01	TableWoodRustic_01	1.00	manual
TableWood_01	TableWood_01	1.00	manual
TakeOutContainerClosed_01	com_takeoutcontainerclosed_01	1.0	exact
TakeOutContainerOpen_01	com_takeoutcontaineropen_01	1.0	exact
TankCircuitBreaker_01_Golmud	TankCircuitBreaker_01_Golmud	1.00	manual
TankCovered_Abra01	mil_tankcovered_abrams_01	1.0	exact
TankPart_Abra01	mil_tankpart_abrams_01	1.0	exact
TankPart_Abra02	mil_tankpart_abrams_02	1.0	exact
TankPlasticIBC_01	com_tankplasticibc_01	1.0	exact
TankPlasticIBC_01_Explosive	com_tankplasticibc_01_explosive	1.0	exact
TankPlasticIBC_01_Explosive_DDPF	com_tankplasticibc_01_explosive	1.0	exact
TankPressure_01_A	ind_tankpressure_01_a	1.0	exact
TankPropane_01	ind_tankpropane_01	1.0	exact
TankerTrailer_01_Base	com_tankertrailer_01_base	1.0	exact
TankerTrailer_01_Foot	com_tankertrailer_01_foot	1.0	exact
TankerTrailer_01_Ladder	com_tankertrailer_01_ladder	1.0	exact
TankerTrailer_01_Platform	com_tankertrailer_01_platform	1.0	exact
TankerTrailer_01_Wheels	com_tankertrailer_01_wheels	1.0	exact
Tapchan_01	Tapchan_01	1.00	manual
Tapchan_01_WASC	Tapchan_01_WASC	1.00	manual
TarpFloor_01_A	com_tarpfloor_01_a	1.0	exact
TarpFloor_01_B	com_tarpfloor_01_b	1.0	exact
TarpRolled_02	mil_tarprolled_02	1.0	exact
Tarp_01_512_B	com_tarp_01_512_b	1.0	exact
Tarp_01_560	Tarp_01_560	1.00	manual
Tarp_01_560_B_White	Tarp_01_560_B_White	1.00	manual
Tarp_01_992_A_White	Tarp_01_992_A_White	1.00	manual
Tarp_01_992_B	com_tarp_01_992_b	1.0	exact
Teapot_01	Teapot_01	1.00	manual
TemporaryHoardingPanels_A_128x256	com_temporaryhoardingpanels_a_128x256	1.0	exact
TenementWindowHeader_01	euu_tenementwindowheader_01	1.0	exact
TennisCourtFence_01_1024	com_tenniscourtfence_01_1024	1.0	exact
TennisCourtFence_01_1024_FullDNE	com_tenniscourtfence_01_1024_fulldne	1.0	exact
TennisCourtFence_01_128	com_tenniscourtfence_01_128	1.0	exact
TennisCourtFence_01_128_FullDNE	com_tenniscourtfence_01_128_fulldne	1.0	exact
TennisCourtFence_01_256	com_tenniscourtfence_01_256	1.0	exact
TennisCourtFence_01_256_FullDNE	com_tenniscourtfence_01_256_fulldne	1.0	exact
TennisCourtFence_01_512	com_tenniscourtfence_01_512	1.0	exact
TennisCourtFence_01_512_Door	com_tenniscourtfence_01_512_door	1.0	exact
TennisCourtFence_01_512_Door_FullDNE	com_tenniscourtfence_01_512_door_fulldne	1.0	exact
TennisCourtFence_01_512_FullDNE	com_tenniscourtfence_01_512_fulldne	1.0	exact
TennisCourtFence_01_Pole	com_tenniscourtfence_01_pole	1.0	exact
TennisNet_01	com_tennisnet_01	1.0	exact
TentLarge_01_FullOpen	mil_tentlarge_01_fullopen	1.0	exact
TerrainAsset_Gibraltar_02	bd_seu_terrainasset_gibraltar_02	1.0	exact
TerrainAsset_Gibraltar_03	bd_seu_terrainasset_gibraltar_03	1.0	exact
TerrainAsset_Gibraltar_04	bd_seu_terrainasset_gibraltar_04	1.0	exact
TerrainAsset_Gibraltar_05	bd_seu_terrainasset_gibraltar_05	1.0	exact
TerrainAsset_Gibraltar_06	bd_seu_terrainasset_gibraltar_06	1.0	exact
TerrainAsset_Gibraltar_07	bd_seu_terrainasset_gibraltar_07	1.0	exact
TerrainAsset_Gibraltar_08	bd_seu_terrainasset_gibraltar_08	1.0	exact
TerrainAsset_Gibraltar_09	bd_seu_terrainasset_gibraltar_09	1.0	exact
TerrainAsset_Gibraltar_10	bd_seu_terrainasset_gibraltar_10	1.0	exact
TerrainAsset_Gibraltar_11	bd_seu_terrainasset_gibraltar_11	1.0	exact
TerrainAsset_Gibraltar_12	bd_seu_terrainasset_gibraltar_12	1.0	exact
TerrainAsset_Gibraltar_13	bd_seu_terrainasset_gibraltar_13	1.0	exact
TerrainAsset_Gibraltar_14	bd_seu_terrainasset_gibraltar_14	1.0	exact
TerrainAsset_Gibraltar_15	bd_seu_terrainasset_gibraltar_15	1.0	exact
TerrainAsset_Gibraltar_16	bd_seu_terrainasset_gibraltar_16	1.0	exact
TerrainAsset_Gibraltar_17	bd_seu_terrainasset_gibraltar_17	1.0	exact
TerrainAsset_Gibraltar_18	bd_seu_terrainasset_gibraltar_18	1.0	exact
TerrainAsset_Gibraltar_19	bd_seu_terrainasset_gibraltar_19	1.0	exact
TerrainAsset_Gibraltar_20	bd_seu_terrainasset_gibraltar_20	1.0	exact
TerrainAsset_Gibraltar_21	bd_seu_terrainasset_gibraltar_21	1.0	exact
TerrainAsset_Gibraltar_22	bd_seu_terrainasset_gibraltar_22	1.0	exact
TerrainAsset_Gibraltar_23	bd_seu_terrainasset_gibraltar_23	1.0	exact
TerrainAsset_Gibraltar_24	bd_seu_terrainasset_gibraltar_24	1.0	exact
TerrainBlendingBox_01	com_terrainblendingbox_01	1.0	exact
TerrainHills_08	com_terrainhills_08	1.0	exact
TerrainHills_21	com_terrainhills_21	1.0	exact
TerrainMound_01	TerrainMound_01	1.00	manual
ThermoRamanSpectrometer_01	mil_thermoramanspectrometer_01	1.0	auto-dims
Thermos_01	Thermos_01	1.00	manual
ThornDryHedge_01_S_A_256	ThornDryHedge_01_S_A_256	1.00	manual
ThornDryHedge_01_S_A_768	ThornDryHedge_01_S_A_768	1.00	manual
TimeoutMarket_01_Arch_B	euu_timeoutmarket_01_arch_b	1.0	exact
TimeoutMarket_01_Middle_B	euu_timeoutmarket_01_middle_b	1.0	exact
TimeoutMarket_01_Shutter_B	euu_timeoutmarket_01_shutter_a	1.0	auto-dims
TinCanSet_01_A	com_tincanset_01_a	1.0	exact
TinCanSet_01_B	com_tincanset_01_b	1.0	exact
TirePileReinforced_01_A	TirePileReinforced_01_A	1.00	manual
TirePileReinforced_01_B	TirePileReinforced_01_B	1.00	manual
TirePileReinforced_01_C	TirePileReinforced_01_C	1.00	manual
TirePile_01_A	TirePile_01_A	1.00	manual
TirePile_01_A_DDPF	TirePile_01_A_DDPF	1.00	manual
TirePile_01_B	TirePile_01_B	1.00	manual
TirePile_01_B_DDPF	TirePile_01_B_DDPF	1.00	manual
TirePile_01_C	TirePile_01_C	1.00	manual
TirePile_01_C_DDPF	TirePile_01_C_DDPF	1.00	manual
TirePile_01_D	TirePile_01_D	1.00	manual
TirePile_01_E	TirePile_01_E	1.00	manual
TirePile_01_E_DDPF	TirePile_01_E_DDPF	1.00	manual
TirePile_01_F	TirePile_01_F	1.00	manual
TirePile_01_Single	TirePile_01_Single	1.00	manual
TirePile_01_Single_indestructible	TirePile_01_Single_indestructible	1.00	manual
ToiletPaperHolder_01	com_toiletpaperholder_01	1.0	exact
Toilet_01	Toilet_01	1.00	manual
TollBuildingDetails_01	ind_tollbuildingdetails_01	1.0	exact
ToolAxe_01	com_toolaxe_01	1.0	exact
ToolBucket_01	ToolBucket_01	1.00	manual
ToolCart_01_A	ToolCart_01_A	1.00	manual
ToolCart_01_B	ToolCart_01_B	1.00	manual
ToolPot_01	ToolPot_01	1.00	manual
ToolRake_01	com_toolrake_01	1.0	exact
ToolSaw_01	com_toolsaw_01	1.0	exact
ToolShovel_01	com_toolshovel_01	1.0	exact
TownhouseFireEscape_01_B	euu_townhousefireescape_01_b	1.0	exact
Tractor_01	Tractor_01	1.00	manual
TrafficCones_02	TrafficCones_02	1.00	manual
TrafficLightPole_01	TrafficLightPole_01	1.00	manual
TrafficLightPole_02	com_trafficlightpole_02	1.0	exact
TrafficLightPole_03	lf_com_trafficlightpole_03	1.0	auto-dims
TrafficLightPole_04	com_trafficlightpole_04	1.0	exact
TrafficLights_01	com_trafficlights_01	1.0	exact
TrafficLights_02	com_trafficlights_02	1.0	exact
TrafficStreetSign_01	TrafficStreetSign_01	1.00	manual
TrailerBoat_01	com_trailerboat_01	1.0	exact
TransformeMetal_01	ind_transformemetal_01	1.0	exact
TransformeMetal_02	TransformeMetal_02	1.00	manual
TransformeMetal_03	TransformeMetal_03	1.00	manual
TransmissionTower_01	com_transmissiontower_01	1.0	exact
TransportTrailerBase_01	mil_transporttrailerbase_01_contaminated	1.0	auto-dims
TransportTrailerBase_01_Contaminated	mil_transporttrailerbase_01_contaminated	1.0	exact
TrashBagCluster_01	TrashBagCluster_01	1.00	manual
TrashBagCluster_01_VFX	TrashBagCluster_01_VFX	1.00	manual
TrashCan_02	euu_trashcan_02	1.0	auto-dims
TrashCan_03	euu_trashcan_03	1.0	exact
TrashCan_03_Lid	euu_trashcan_03_lid	1.0	exact
TrashCouch_01	com_trashcouch_01	1.0	exact
TrashPileLarge_01	TrashPileLarge_01	1.00	manual
TrashPileSmall_01	com_trashpilesmall_01	1.0	exact
TrashbagPile_01_VFX	com_trashbagpile_01_vfx	1.0	exact
Trashbag_01	com_trashbag_01	1.0	exact
TrashbinPlastic_01	TrashbinPlastic_01	1.00	manual
TrashbinPlastic_01_Lid	TrashbinPlastic_01_Lid	1.00	manual
Trashbin_01	Trashbin_01	1.00	manual
TrashcanResidential_01	com_trashcanresidential_01	1.0	exact
TrashcanResidential_01_VFX	com_trashcanresidential_01_vfx	1.0	exact
Trashcan_01_Bin	Trashcan_01_Bin	1.00	manual
Trashcan_01_Cap	com_trashcan_01_cap	1.0	exact
TreeCluster_01	seu_treecluster_01	1.0	exact
TreeDeadUprooted_01	cas_treedeaduprooted_01	1.0	exact
TreePlanter_01	TreePlanter_01	1.00	manual
TrellisWood_01_B	TrellisWood_01_B	1.00	manual
TrenchBridgeRoad_01_Breakable	seu_trenchbridgeroad_01_breakable	1.0	exact
Trestle_01	Trestle_01	1.00	manual
Trolley_01	ind_trolley_01	1.0	auto-dims
Trough_01_B	Trough_01_B	1.00	manual
TruckDelivery_01	TruckDelivery_01	1.00	manual
TruckDelivery_01_Door_FrontLeft	TruckDelivery_01_Door_FrontLeft	1.00	manual
TruckDelivery_01_Door_FrontRight	TruckDelivery_01_Door_FrontRight	1.00	manual
TruckDelivery_01_PanelLeft	TruckDelivery_01_PanelLeft	1.00	manual
TruckDelivery_01_PanelRight	TruckDelivery_01_PanelRight	1.00	manual
TruckDelivery_01_Trunk	TruckDelivery_01_Trunk	1.00	manual
TruckPickup_01	TruckPickup_01	1.00	manual
TruckPickup_01_Door_FrontLeft	TruckPickup_01_Door_FrontLeft	1.00	manual
TruckPickup_01_Door_FrontRight	TruckPickup_01_Door_FrontRight	1.00	manual
TruckPickup_01_Door_RearLeft	TruckPickup_01_Door_RearLeft	1.00	manual
TruckPickup_01_Door_RearRight	TruckPickup_01_Door_RearRight	1.00	manual
TruckPickup_01_Hood	TruckPickup_01_Hood	1.00	manual
TruckPickup_01_LightsOn	TruckPickup_01_LightsOn	1.00	manual
TruckPickup_01_Rack	TruckPickup_01_Rack	1.00	manual
TruckPickup_01_Trunk	TruckPickup_01_Trunk	1.00	manual
TruckPickup_01_Trunk_LightsOn	TruckPickup_01_Trunk_LightsOn	1.00	manual
TruckPickup_01_Wreck_Door_FrontLeft	TruckPickup_01_Wreck_Door_FrontLeft	1.00	manual
TruckPickup_01_Wreck_Door_FrontRight	TruckPickup_01_Wreck_Door_FrontRight	1.00	manual
TruckPickup_01_Wreck_Door_RearLeft	TruckPickup_01_Wreck_Door_RearLeft	1.00	manual
TruckPickup_01_Wreck_Door_RearRight	TruckPickup_01_Wreck_Door_RearRight	1.00	manual
TruckPickup_01_Wreck_Hood	TruckPickup_01_Wreck_Hood	1.00	manual
TruckPickup_01_Wreck_Rim	TruckPickup_01_Wreck_Rim	1.00	manual
TruckPickup_01_Wreck_TireCable	TruckPickup_01_Wreck_TireCable	1.00	manual
TruckPickup_01_Wreck_Wheel	TruckPickup_01_Wreck_Wheel	1.00	manual
TrunkDead_01_L_A	tr_com_trunkdead_01_l_a	1.0	exact
TrunkDead_01_L_B	tr_com_trunkdead_01_l_b	1.0	exact
TrunkDead_01_L_C	tr_com_trunkdead_01_l_c	1.0	exact
TrunkDead_01_L_D	tr_com_trunkdead_01_l_d	1.0	exact
TrunkDead_01_M_E	TrunkDead_01_M_E	1.00	manual
TrunkLog_01_M_A	com_trunklog_01_m_a	1.0	exact
TrunkLog_01_M_B	com_trunklog_01_m_b	1.0	exact
TshirtDisplay_01	com_tshirtdisplay_01	1.0	exact
Tub_01	com_tub_01	1.0	exact
TubeLoops_01_A	ind_tubeloops_01_b	1.0	auto-dims
TubeLoops_01_B	TubeLoops_01_B	1.00	manual
TubeLoops_01_C	TubeLoops_01_C	1.00	manual
TubeLoops_01_D	ind_tubeloops_01_d	1.0	exact
TunnelBrokenEntrance_Destroyed_03	ind_tunnelbrokenentrance_destroyed_03	1.0	exact
TunnelRockMound_01	seu_tunnelrockmound_01	1.0	exact
TunnelSidewalkIslandEnd_01	com_tunnelsidewalkislandend_01	1.0	exact
TunnelSidewalkIsland_01_Broken	com_tunnelsidewalkisland_01_broken	1.0	exact
TunnelSidewalkIsland_01_C12	com_tunnelsidewalkisland_01_c12	1.0	exact
TunnelSignHookUp_01	com_tunnelsignhookup_01	1.0	exact
TunnelSign_01	com_tunnelsign_01	1.0	exact
TunnelSign_02	com_tunnelsign_02	1.0	exact
TunnelSingleBeam_01	ind_tunnelsinglebeam_01	1.0	exact
TunnelSystemHandrails_1024_01	com_tunnelsystemhandrails_1024_01	1.0	exact
TunnelSystemHandrails_256_01	com_tunnelsystemhandrails_256_01	1.0	exact
TunnelSystemHandrails_512_01	com_tunnelsystemhandrails_512_01	1.0	exact
TunnelSystemHandrails_Bend_90_01	com_tunnelsystemhandrails_bend_90_01	1.0	exact
TunnelSystemSprinkler_1024_B	com_tunnelsystemsprinkler_1024_a	1.0	auto-dims
TunnelSystemSprinkler_1536_B	com_tunnelsystemsprinkler_1536_a	1.0	auto-dims
TunnelSystemSprinkler_512_B	com_tunnelsystemsprinkler_512_a	1.0	auto-dims
TunnelSystemSprinkler_End_01	com_tunnelsystemsprinkler_end_01	1.0	exact
Tunnel_Rubble_02	ind_tunnel_rubble_02	1.0	exact
Tunnel_Train_01_Floor_A_512wx_1	euu_tunnel_train_01_floor_a_512wx_1	1.0	exact
TypeIBarricades_01	com_typeibarricades_01	1.0	exact
UH60_BlackhawkHelicopterCloth_01	mil_uh60_blackhawkhelicoptercloth_01	1.0	exact
UH60_BlackhawkHelicopterEnginePlugsLeft_01_B	mil_uh60_blackhawkhelicopterengineplugsleft_01_b	1.0	exact
UH60_BlackhawkHelicopterEnginePlugsRight_01_B	mil_uh60_blackhawkhelicopterengineplugsright_01_b	1.0	exact
UH60_BlackhawkHelicopterPitotCoversLeft_01	mil_uh60_blackhawkhelicopterpitotcoversleft_01	1.0	exact
UH60_BlackhawkHelicopterPitotCoversRight_01	mil_uh60_blackhawkhelicopterpitotcoversright_01	1.0	exact
UH60_BlackhawkHelicopter_01_Base	mil_uh60_blackhawkhelicopter_01_base	1.0	exact
UH60_BlackhawkHelicopter_01_Breakable	mil_uh60_blackhawkhelicopter_01_breakable	1.0	exact
UH60_BlackhawkHelicopter_01_DoorCockpit_Left	mil_uh60_blackhawkhelicopter_01_doorcockpit_left	1.0	exact
UH60_BlackhawkHelicopter_01_DoorCockpit_Left_Breakable	mil_uh60_blackhawkhelicopter_01_doorcockpit_left	1.0	auto-dims
UH60_BlackhawkHelicopter_01_DoorCockpit_Right	mil_uh60_blackhawkhelicopter_01_doorcockpit_right	1.0	exact
UH60_BlackhawkHelicopter_01_DoorGunner_Left	mil_uh60_blackhawkhelicopter_01_doorgunner_left	1.0	exact
UH60_BlackhawkHelicopter_01_DoorGunner_Left_Breakable	mil_uh60_blackhawkhelicopter_01_doorgunner_left_breakable	1.0	exact
UH60_BlackhawkHelicopter_01_DoorGunner_Right	mil_uh60_blackhawkhelicopter_01_doorgunner_right	1.0	exact
UH60_BlackhawkHelicopter_01_DoorLeft	mil_uh60_blackhawkhelicopter_01_doorleft	1.0	exact
UH60_BlackhawkHelicopter_01_Door_Left_Breakable	mil_uh60_blackhawkhelicopter_01_door_left_breakable	1.0	exact
UH60_BlackhawkHelicopter_01_Door_Right	mil_uh60_blackhawkhelicopter_01_door_right	1.0	exact
UH60_BlackhawkHelicopter_01_HatchNose	mil_uh60_blackhawkhelicopter_01_hatchnose	1.0	exact
UH60_BlackhawkHelicopter_01_HatchSide_Right	mil_uh60_blackhawkhelicopter_01_hatchside_right	1.0	exact
UH60_BlackhawkHelicopter_01_Mast_Breakable	mil_uh60_blackhawkhelicopter_01_mast_breakable	1.0	exact
UH60_BlackhawkHelicopter_01_RotorBlades_Breakable	mil_uh60_blackhawkhelicopter_01_rotorblades_breakable	1.0	auto-dims
UH60_BlackhawkHelicopter_01_RotorTailBlades	mil_uh60_blackhawkhelicopter_01_rotortailblades	1.0	exact
UH60_BlackhawkHelicopter_01_RotorTailBlades_Breakable	mil_uh60_blackhawkhelicopter_01_rotortailblades	1.0	auto-dims
UH60_BlackhawkHelicopter_01_Seats	mil_uh60_blackhawkhelicopter_01_seats	1.0	exact
US_Carrier_Fire_Extinguisher_01	US_Carrier_Fire_Extinguisher_01	1.00	manual
US_Carrier_Pipe_Large_01	com_us_carrier_pipe_large_01	1.0	exact
US_Carrier_Pipe_Large_Corner_01	com_us_carrier_pipe_large_corner_01	1.0	exact
US_Carrier_Pipe_Med_01	com_us_carrier_pipe_med_01	1.0	exact
US_Carrier_Pipe_Med_Corner_01	com_us_carrier_pipe_med_corner_01	1.0	exact
US_Carrier_Pipe_Med_Short_01	com_us_carrier_pipe_med_short_01	1.0	exact
US_Carrier_Pipe_Med_T_01	com_us_carrier_pipe_med_t_01	1.0	exact
US_Carrier_Pipe_Med_Valve_01	com_us_carrier_pipe_med_valve_01	1.0	exact
US_Carrier_Pipe_Small_Short_01	com_us_carrier_pipe_small_short_01	1.0	exact
UmbrellaFoodStand_01	euu_umbrellafoodstand_01	1.0	auto-dims
UndegroundComplexDoorGlass_01_512X320	com_undegroundcomplexdoorglass_01_512x320	1.0	exact
UndegroundComplexWall_01_256X448	com_undegroundcomplexwall_01_256x448	1.0	exact
UndegroundComplexWall_01_320X768	com_undegroundcomplexwall_01_320x768	1.0	exact
UndegroundComplexWall_01_512X448	com_undegroundcomplexwall_01_512x448	1.0	exact
UnderBridge_Stairs_01	euu_underbridge_stairs_01	1.0	exact
UnderBridge_squares_01	euu_underbridge_squares_01	1.0	exact
UnderBridge_squares_02	euu_underbridge_squares_02	1.0	exact
UndergroundComplex_Beam_64x1024_01	com_undergroundcomplex_beam_64x1024_01	1.0	exact
UndergroundComplex_Beam_64x512_01	com_undergroundcomplex_beam_64x512_01	1.0	exact
UndergroundComplex_Ceiling_1024x1024_01	com_undergroundcomplex_ceiling_1024x1024_01	1.0	exact
UndergroundComplex_Ceiling_1024x512_01	com_undergroundcomplex_ceiling_1024x512_01	1.0	exact
UndergroundComplex_Ceiling_1024x512_02	com_undergroundcomplex_ceiling_1024x512_02	1.0	exact
UndergroundComplex_Ceiling_512x512_01	com_undergroundcomplex_ceiling_512x512_01	1.0	exact
UndergroundComplex_Ceiling_512x512_02	com_undergroundcomplex_ceiling_512x512_02	1.0	exact
UndergroundComplex_Doorway_512x512_01	com_undergroundcomplex_doorway_512x512_01	1.0	exact
UndergroundComplex_Floor_1024x1024_03	com_undergroundcomplex_floor_1024x1024_03	1.0	exact
UndergroundComplex_Floor_1024x512_03	com_undergroundcomplex_floor_1024x512_03	1.0	exact
UndergroundComplex_Floor_512x512_03	com_undergroundcomplex_floor_512x512_03	1.0	exact
UndergroundComplex_Pillar_64x512_01	com_undergroundcomplex_pillar_64x512_02	1.0	auto-dims
UndergroundComplex_Pillar_64x512_02	com_undergroundcomplex_pillar_64x512_02	1.0	exact
UndergroundComplex_Trim_1024x48_01	com_undergroundcomplex_trim_1024x48_01	1.0	exact
UndergroundComplex_Trim_512x48_01	com_undergroundcomplex_trim_512x48_01	1.0	exact
UndergroundComplex_Wall_1024x384_01	com_undergroundcomplex_wall_1024x384_01	1.0	exact
UndergroundComplex_Wall_1024x512_01	com_undergroundcomplex_wall_1024x512_01	1.0	exact
UndergroundComplex_Wall_256x512_01	com_undergroundcomplex_wall_256x512_01	1.0	exact
UndergroundComplex_Wall_512x384_01	com_undergroundcomplex_wall_512x384_01	1.0	exact
UndergroundComplex_Wall_512x384_02	com_undergroundcomplex_wall_512x384_02	1.0	exact
UndergroundComplex_Wall_512x512_01	com_undergroundcomplex_wall_512x512_01	1.0	exact
UndergroundEntrance_01	mil_undergroundentrance_01	1.0	exact
UndergroundEntrance_02	mil_undergroundentrance_02	1.0	exact
UrbanBuilding_Vent_01	UrbanBuilding_Vent_01	1.00	manual
Urinal_01	com_urinal_01	1.0	exact
UrnMetal_01	UrnMetal_01	1.00	manual
VAB_FoundationFloor_1024_01	ind_vab_foundationfloor_1024_01	1.0	exact
VAB_FoundationFloor_1024x2048_01	ind_vab_foundationfloor_1024x2048_01	1.0	exact
VAB_FoundationFloor_512_01_Boulder	ind_vab_foundationfloor_512_01_boulder	1.0	exact
VAB_FoundationFloor_512x1024_01_Boulder	ind_vab_foundationfloor_512x1024_01_boulder	1.0	exact
VAB_Foundation_1024_01	ind_vab_foundation_1024_01	1.0	exact
